objectCount,operationTimeMs,heapUsedMB,heapMaxMB
402,3.056,74,4026
401,14.976,74,4026
400,3.359,74,4026
399,3.850,74,4026
398,3.320,74,4026
397,6.457,75,4026
396,4.278,75,4026
395,15.114,75,4026
394,3.491,75,4026
393,4.058,75,4026
392,4.683,75,4026
391,3.981,75,4026
390,14.774,75,4026
389,4.087,76,4026
388,4.327,76,4026
387,14.415,76,4026
386,3.885,76,4026
385,13.097,76,4026
384,2.509,76,4026
383,13.769,76,4026
382,3.083,76,4026
381,14.050,77,4026
380,3.092,77,4026
379,12.882,77,4026
378,14.115,77,4026
377,13.795,77,4026
376,13.625,77,4026
375,2.805,77,4026
374,2.891,77,4026
373,13.962,78,4026
372,13.503,78,4026
371,3.594,78,4026
370,3.217,78,4026
369,15.629,78,4026
368,4.583,78,4026
367,5.511,78,4026
366,3.166,79,4026
365,14.138,79,4026
364,3.345,79,4026
363,13.738,79,4026
362,3.414,79,4026
361,15.302,79,4026
360,4.945,79,4026
359,4.429,79,4026
358,3.927,80,4026
357,3.158,80,4026
356,13.576,80,4026
355,3.706,80,4026
354,14.493,80,4026
353,13.543,80,4026
352,3.141,80,4026
351,2.653,80,4026
350,2.509,81,4026
349,3.443,81,4026
348,14.557,81,4026
347,7.385,81,4026
346,4.192,81,4026
345,3.761,81,4026
344,3.376,81,4026
343,6.355,82,4026
342,4.802,82,4026
341,14.430,82,4026
340,14.293,82,4026
339,3.633,82,4026
338,3.243,82,4026
337,2.795,82,4026
336,13.731,82,4026
335,4.695,83,4026
334,3.503,83,4026
333,4.320,83,4026
332,12.868,83,4026
331,14.965,83,4026
330,13.357,83,4026
329,4.009,83,4026
328,3.708,83,4026
327,14.034,84,4026
326,14.172,84,4026
325,2.768,84,4026
324,15.470,84,4026
323,3.522,84,4026
322,2.493,84,4026
321,13.558,84,4026
320,8.882,39,4026
319,4.356,39,4026
318,2.758,39,4026
317,3.172,39,4026
316,14.092,39,4026
315,3.529,39,4026
314,14.241,39,4026
313,2.887,39,4026
312,2.621,40,4026
311,13.602,40,4026
310,13.385,40,4026
309,12.853,40,4026
308,13.728,40,4026
307,13.639,40,4026
306,14.559,40,4026
305,13.206,40,4026
304,2.922,41,4026
303,2.514,41,4026
302,13.532,41,4026
301,4.281,41,4026
300,3.478,41,4026
299,3.835,41,4026
298,15.096,41,4026
297,3.692,42,4026
296,14.702,42,4026
295,4.689,42,4026
294,13.577,42,4026
293,13.522,42,4026
292,14.066,42,4026
291,3.110,42,4026
290,3.292,42,4026
289,3.579,43,4026
288,4.088,43,4026
287,4.342,43,4026
286,4.235,43,4026
285,14.909,43,4026
284,3.284,43,4026
283,13.970,43,4026
282,3.175,44,4026
281,2.417,44,4026
280,2.463,44,4026
279,2.755,44,4026
278,2.779,44,4026
277,15.664,44,4026
276,3.848,44,4026
275,3.613,44,4026
274,13.226,45,4026
273,3.211,45,4026
272,3.171,45,4026
271,3.701,45,4026
270,3.615,45,4026
269,3.328,46,4026
268,2.816,46,4026
267,2.382,46,4026
266,13.845,47,4026
265,3.663,47,4026
264,4.159,47,4026
263,4.049,47,4026
262,4.355,47,4026
261,3.749,47,4026
260,3.828,47,4026
259,3.702,47,4026
258,3.577,48,4026
257,15.719,48,4026
256,4.953,48,4026
255,3.190,48,4026
254,3.200,48,4026
253,2.975,48,4026
252,14.428,48,4026
251,14.153,48,4026
250,4.803,49,4026
249,3.809,49,4026
248,15.763,49,4026
247,15.449,49,4026
246,4.129,49,4026
245,4.031,49,4026
244,5.253,49,4026
243,14.573,50,4026
242,4.306,50,4026
241,16.002,50,4026
240,14.984,50,4026
239,14.225,50,4026
238,13.939,50,4026
237,3.878,50,4026
236,3.110,50,4026
235,3.626,51,4026
234,14.964,51,4026
233,14.049,51,4026
232,3.175,51,4026
231,14.502,51,4026
230,3.986,51,4026
229,4.992,51,4026
228,4.292,52,4026
227,3.231,52,4026
226,2.792,52,4026
225,2.380,52,4026
224,13.914,52,4026
223,14.571,52,4026
222,13.844,52,4026
221,3.443,52,4026
220,13.621,53,4026
219,3.046,53,4026
218,13.614,53,4026
217,13.882,53,4026
216,2.966,53,4026
215,3.363,53,4026
214,3.257,53,4026
213,14.321,53,4026
212,3.821,54,4026
211,14.793,54,4026
210,3.523,54,4026
209,15.119,54,4026
208,3.802,54,4026
207,13.896,54,4026
206,3.982,54,4026
205,14.623,54,4026
204,15.570,55,4026
203,4.074,55,4026
202,3.029,55,4026
201,14.524,55,4026
200,14.286,55,4026
199,4.075,55,4026
198,3.485,55,4026
197,15.797,56,4026
196,4.227,56,4026
195,4.816,56,4026
194,5.882,56,4026
193,3.896,56,4026
192,15.968,56,4026
191,3.907,56,4026
190,3.909,56,4026
189,3.245,57,4026
188,2.686,57,4026
187,2.529,57,4026
186,13.987,57,4026
185,3.219,57,4026
184,2.808,57,4026
183,13.124,57,4026
182,13.974,58,4026
181,3.107,58,4026
180,13.900,58,4026
179,2.954,58,4026
178,13.691,58,4026
177,3.224,58,4026
176,2.850,58,4026
175,4.017,58,4026
174,3.171,59,4026
173,13.803,59,4026
172,13.445,59,4026
171,14.175,59,4026
170,14.062,59,4026
169,2.736,59,4026
168,3.104,59,4026
167,3.180,59,4026
166,3.163,60,4026
165,2.421,60,4026
164,2.387,60,4026
163,2.690,60,4026
162,14.057,60,4026
161,3.268,60,4026
160,3.144,60,4026
159,13.945,60,4026
158,13.962,61,4026
157,3.644,61,4026
156,14.276,61,4026
155,15.905,61,4026
154,3.616,61,4026
153,3.269,61,4026
152,2.664,61,4026
151,2.737,62,4026
150,2.630,62,4026
149,3.140,62,4026
148,2.784,62,4026
147,3.260,62,4026
146,5.225,62,4026
145,4.910,62,4026
144,4.609,62,4026
143,4.141,63,4026
142,4.302,63,4026
141,3.396,63,4026
140,5.132,63,4026
139,5.685,63,4026
